concurso,data,numeros,numeros_str,arrecadacao,ganhadores_20,ganhadores_19,ganhadores_18,ganhadores_17,ganhadores_16,ganhadores_0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
2489,2015-09-01,"[13, 14, 22, 27, 30, 36, 38, 40, 49, 50, 60, 66, 68, 72, 74, 76, 80, 86, 93, 97]",13-14-22-27-30-36-38-40-49-50-60-66-68-72-74-76-80-86-93-97,7318963,3,26,196,1045,8606,10,13,14,22,27,30,36,38,40,49,50,60,66,68,72,74,76,80,86,93,97
2490,2015-09-03,"[10, 17, 20, 32, 36, 45, 54, 61, 65, 66, 67, 70, 73, 74, 75, 82, 89, 91, 95, 99]",10-17-20-32-36-45-54-61-65-66-67-70-73-74-75-82-89-91-95-99,17294984,3,18,266,508,6795,5,10,17,20,32,36,45,54,61,65,66,67,70,73,74,75,82,89,91,95,99
2491,2015-09-06,"[2, 5, 14, 20, 41, 45, 49, 51, 57, 58, 65, 69, 72, 73, 78, 79, 85, 90, 91, 93]",02-05-14-20-41-45-49-51-57-58-65-69-72-73-78-79-85-90-91-93,9668431,0,46,252,1550,13017,4,2,5,14,20,41,45,49,51,57,58,65,69,72,73,78,79,85,90,91,93
2492,2015-09-08,"[2, 7, 13, 15, 17, 20, 26, 29, 30, 38, 42, 52, 55, 61, 67, 68, 69, 71, 89, 99]",02-07-13-15-17-20-26-29-30-38-42-52-55-61-67-68-69-71-89-99,13021893,0,7,124,1008,12884,9,2,7,13,15,17,20,26,29,30,38,42,52,55,61,67,68,69,71,89,99
2493,2015-09-10,"[5, 13, 22, 23, 28, 29, 36, 39, 40, 42, 43, 48, 51, 61, 63, 70, 74, 77, 92, 97]",05-13-22-23-28-29-36-39-40-42-43-48-51-61-63-70-74-77-92-97,9452824,1,22,283,878,6975,8,5,13,22,23,28,29,36,39,40,42,43,48,51,61,63,70,74,77,92,97
2494,2015-09-12,"[1, 3, 5, 26, 31, 33, 36, 39, 40, 46, 52, 55, 63, 64, 71, 72, 75, 80, 88, 98]",01-03-05-26-31-33-36-39-40-46-52-55-63-64-71-72-75-80-88-98,13036681,1,16,67,1323,12639,4,1,3,5,26,31,33,36,39,40,46,52,55,63,64,71,72,75,80,88,98
2495,2015-09-15,"[4, 7, 16, 28, 29, 30, 33, 37, 40, 53, 54, 55, 62, 63, 69, 70, 73, 74, 90, 92]",04-07-16-28-29-30-33-37-40-53-54-55-62-63-69-70-73-74-90-92,7909423,0,12,51,1295,11424,4,4,7,16,28,29,30,33,37,40,53,54,55,62,63,69,70,73,74,90,92
2496,2015-09-17,"[0, 4, 6, 8, 10, 11, 13, 17, 23, 34, 39, 49, 54, 62, 65, 67, 73, 77, 88, 89]",00-04-06-08-10-11-13-17-23-34-39-49-54-62-65-67-73-77-88-89,13949907,3,16,168,1043,14355,4,0,4,6,8,10,11,13,17,23,34,39,49,54,62,65,67,73,77,88,89
2497,2015-09-19,"[6, 15, 16, 18, 20, 21, 22, 25, 30, 32, 33, 38, 42, 47, 56, 57, 62, 74, 86, 98]",06-15-16-18-20-21-22-25-30-32-33-38-42-47-56-57-62-74-86-98,9892836,0,25,219,1570,14570,3,6,15,16,18,20,21,22,25,30,32,33,38,42,47,56,57,62,74,86,98
2498,2015-09-22,"[2, 7, 11, 13, 17, 28, 41, 43, 49, 57, 60, 61, 67, 69, 74, 83, 84, 90, 98, 99]",02-07-11-13-17-28-41-43-49-57-60-61-67-69-74-83-84-90-98-99,10972200,0,26,269,1219,11201,3,2,7,11,13,17,28,41,43,49,57,60,61,67,69,74,83,84,90,98,99
2499,2015-09-24,"[7, 8, 11, 13, 19, 20, 28, 40, 54, 60, 62, 66, 67, 79, 84, 85, 88, 92, 97, 99]",07-08-11-13-19-20-28-40-54-60-62-66-67-79-84-85-88-92-97-99,18369335,0,6,249,1250,10876,7,7,8,11,13,19,20,28,40,54,60,62,66,67,79,84,85,88,92,97,99
2500,2015-09-26,"[0, 12, 13, 18, 27, 31, 33, 39, 45, 46, 50, 54, 56, 60, 62, 64, 66, 69, 90, 97]",00-12-13-18-27-31-33-39-45-46-50-54-56-60-62-64-66-69-90-97,14174221,0,36,107,1441,5799,7,0,12,13,18,27,31,33,39,45,46,50,54,56,60,62,64,66,69,90,97
2501,2015-09-29,"[11, 14, 18, 20, 25, 33, 36, 42, 46, 48, 51, 52, 53, 55, 65, 70, 71, 85, 93, 97]",11-14-18-20-25-33-36-42-46-48-51-52-53-55-65-70-71-85-93-97,13737922,1,44,214,919,14239,2,11,14,18,20,25,33,36,42,46,48,51,52,53,55,65,70,71,85,93,97
2502,2015-10-01,"[0, 1, 2, 20, 21, 27, 29, 33, 56, 57, 58, 60, 71, 75, 77, 78, 80, 82, 84, 92]",00-01-02-20-21-27-29-33-56-57-58-60-71-75-77-78-80-82-84-92,6480222,3,27,118,1389,10558,2,0,1,2,20,21,27,29,33,56,57,58,60,71,75,77,78,80,82,84,92
2503,2015-10-03,"[0, 5, 8, 16, 27, 28, 32, 33, 38, 43, 44, 45, 62, 70, 71, 80, 86, 87, 89, 90]",00-05-08-16-27-28-32-33-38-43-44-45-62-70-71-80-86-87-89-90,17186279,2,48,197,1138,6243,4,0,5,8,16,27,28,32,33,38,43,44,45,62,70,71,80,86,87,89,90
2504,2015-10-05,"[1, 4, 13, 16, 31, 39, 41, 44, 50, 55, 58, 68, 70, 73, 75, 77, 79, 80, 83, 90]",01-04-13-16-31-39-41-44-50-55-58-68-70-73-75-77-79-80-83-90,14612154,1,50,192,1140,9984,5,1,4,13,16,31,39,41,44,50,55,58,68,70,73,75,77,79,80,83,90
2505,2015-10-08,"[0, 16, 19, 21, 24, 26, 32, 43, 47, 48, 49, 53, 61, 62, 65, 67, 69, 78, 81, 86]",00-16-19-21-24-26-32-43-47-48-49-53-61-62-65-67-69-78-81-86,13440187,1,26,187,871,6675,6,0,16,19,21,24,26,32,43,47,48,49,53,61,62,65,67,69,78,81,86
2506,2015-10-10,"[6, 11, 12, 15, 21, 25, 32, 34, 39, 43, 51, 54, 56, 58, 67, 75, 76, 85, 97, 99]",06-11-12-15-21-25-32-34-39-43-51-54-56-58-67-75-76-85-97-99,15389232,2,21,135,1704,14321,9,6,11,12,15,21,25,32,34,39,43,51,54,56,58,67,75,76,85,97,99
2507,2015-10-12,"[1, 2, 3, 12, 15, 17, 26, 29, 37, 39, 40, 54, 57, 69, 74, 75, 79, 81, 85, 86]",01-02-03-12-15-17-26-29-37-39-40-54-57-69-74-75-79-81-85-86,16202219,0,7,192,1346,5714,3,1,2,3,12,15,17,26,29,37,39,40,54,57,69,74,75,79,81,85,86
2508,2015-10-15,"[4, 17, 23, 33, 46, 53, 54, 55, 56, 58, 63, 71, 75, 83, 87, 88, 90, 93, 95, 96]",04-17-23-33-46-53-54-55-56-58-63-71-75-83-87-88-90-93-95-96,7563777,2,17,135,1960,6289,4,4,17,23,33,46,53,54,55,56,58,63,71,75,83,87,88,90,93,95,96
2509,2015-10-17,"[18, 21, 26, 28, 29, 42, 48, 53, 57, 58, 76, 79, 80, 81, 83, 86, 87, 97, 98, 99]",18-21-26-28-29-42-48-53-57-58-76-79-80-81-83-86-87-97-98-99,5426149,2,8,287,1232,12062,10,18,21,26,28,29,42,48,53,57,58,76,79,80,81,83,86,87,97,98,99
2510,2015-10-19,"[0, 4, 6, 15, 26, 42, 47, 48, 55, 58, 61, 64, 65, 69, 70, 72, 83, 89, 90, 91]",00-04-06-15-26-42-47-48-55-58-61-64-65-69-70-72-83-89-90-91,19692997,2,46,282,573,14057,4,0,4,6,15,26,42,47,48,55,58,61,64,65,69,70,72,83,89,90,91
2511,2015-10-22,"[8, 14, 18, 29, 30, 33, 38, 42, 47, 51, 55, 57, 69, 77, 78, 79, 80, 87, 90, 94]",08-14-18-29-30-33-38-42-47-51-55-57-69-77-78-79-80-87-90-94,6235526,3,32,168,843,8464,7,8,14,18,29,30,33,38,42,47,51,55,57,69,77,78,79,80,87,90,94
2512,2015-10-24,"[4, 16, 18, 20, 24, 25, 32, 34, 39, 48, 53, 57, 58, 60, 62, 73, 78, 82, 85, 86]",04-16-18-20-24-25-32-34-39-48-53-57-58-60-62-73-78-82-85-86,9908141,2,20,273,512,9449,9,4,16,18,20,24,25,32,34,39,48,53,57,58,60,62,73,78,82,85,86
2513,2015-10-26,"[0, 3, 10, 13, 14, 18, 19, 20, 30, 36, 43, 49, 50, 59, 64, 66, 79, 85, 86, 98]",00-03-10-13-14-18-19-20-30-36-43-49-50-59-64-66-79-85-86-98,18184580,3,38,80,1394,7885,4,0,3,10,13,14,18,19,20,30,36,43,49,50,59,64,66,79,85,86,98
2514,2015-10-28,"[10, 13, 19, 20, 21, 26, 27, 29, 31, 36, 39, 40, 45, 47, 65, 68, 76, 79, 83, 88]",10-13-19-20-21-26-27-29-31-36-39-40-45-47-65-68-76-79-83-88,9077943,0,27,126,573,12215,7,10,13,19,20,21,26,27,29,31,36,39,40,45,47,65,68,76,79,83,88
2515,2015-10-31,"[2, 24, 28, 30, 31, 34, 40, 42, 54, 62, 64, 70, 71, 77, 80, 83, 84, 86, 91, 94]",02-24-28-30-31-34-40-42-54-62-64-70-71-77-80-83-84-86-91-94,14073004,3,11,159,850,9390,3,2,24,28,30,31,34,40,42,54,62,64,70,71,77,80,83,84,86,91,94
2516,2015-11-02,"[6, 13, 18, 25, 26, 32, 37, 41, 47, 48, 51, 52, 53, 54, 55, 62, 65, 69, 80, 96]",06-13-18-25-26-32-37-41-47-48-51-52-53-54-55-62-65-69-80-96,16018453,1,38,176,1327,11940,5,6,13,18,25,26,32,37,41,47,48,51,52,53,54,55,62,65,69,80,96
2517,2015-11-04,"[6, 9, 19, 21, 25, 28, 35, 37, 43, 45, 51, 54, 67, 73, 77, 83, 91, 95, 96, 97]",06-09-19-21-25-28-35-37-43-45-51-54-67-73-77-83-91-95-96-97,14763432,0,32,95,1441,12303,10,6,9,19,21,25,28,35,37,43,45,51,54,67,73,77,83,91,95,96,97
2518,2015-11-07,"[7, 10, 24, 31, 38, 39, 40, 41, 46, 49, 53, 57, 58, 69, 81, 86, 87, 89, 91, 99]",07-10-24-31-38-39-40-41-46-49-53-57-58-69-81-86-87-89-91-99,7128341,1,12,163,1021,12222,2,7,10,24,31,38,39,40,41,46,49,53,57,58,69,81,86,87,89,91,99
2519,2015-11-09,"[14, 17, 25, 37, 40, 43, 51, 53, 59, 63, 66, 73, 76, 77, 78, 85, 90, 91, 94, 97]",14-17-25-37-40-43-51-53-59-63-66-73-76-77-78-85-90-91-94-97,7350801,2,35,77,580,14386,6,14,17,25,37,40,43,51,53,59,63,66,73,76,77,78,85,90,91,94,97
2520,2015-11-11,"[1, 21, 25, 27, 32, 34, 43, 45, 53, 58, 61, 62, 64, 69, 70, 77, 82, 85, 90, 96]",01-21-25-27-32-34-43-45-53-58-61-62-64-69-70-77-82-85-90-96,11582675,0,35,179,864,13386,2,1,21,25,27,32,34,43,45,53,58,61,62,64,69,70,77,82,85,90,96
2521,2015-11-14,"[1, 4, 6, 9, 14, 19, 30, 49, 58, 59, 60, 68, 69, 75, 76, 87, 91, 92, 93, 97]",01-04-06-09-14-19-30-49-58-59-60-68-69-75-76-87-91-92-93-97,18258864,1,17,57,1222,13917,10,1,4,6,9,14,19,30,49,58,59,60,68,69,75,76,87,91,92,93,97
2522,2015-11-16,"[0, 4, 5, 9, 10, 13, 15, 25, 28, 33, 39, 40, 51, 58, 60, 74, 78, 86, 90, 96]",00-04-05-09-10-13-15-25-28-33-39-40-51-58-60-74-78-86-90-96,5035994,1,36,245,1638,5675,4,0,4,5,9,10,13,15,25,28,33,39,40,51,58,60,74,78,86,90,96
2523,2015-11-18,"[0, 3, 4, 17, 20, 25, 31, 33, 38, 40, 44, 56, 62, 74, 76, 83, 84, 87, 90, 93]",00-03-04-17-20-25-31-33-38-40-44-56-62-74-76-83-84-87-90-93,7854586,1,22,103,1638,10345,3,0,3,4,17,20,25,31,33,38,40,44,56,62,74,76,83,84,87,90,93
2524,2015-11-20,"[1, 2, 3, 13, 20, 22, 39, 44, 50, 54, 64, 65, 66, 67, 75, 83, 86, 94, 96, 97]",01-02-03-13-20-22-39-44-50-54-64-65-66-67-75-83-86-94-96-97,6011047,3,21,248,1444,6721,7,1,2,3,13,20,22,39,44,50,54,64,65,66,67,75,83,86,94,96,97
2525,2015-11-23,"[1, 12, 13, 14, 25, 31, 33, 39, 47, 48, 50, 51, 59, 60, 65, 73, 77, 80, 93, 94]",01-12-13-14-25-31-33-39-47-48-50-51-59-60-65-73-77-80-93-94,14536166,1,20,209,1716,10166,7,1,12,13,14,25,31,33,39,47,48,50,51,59,60,65,73,77,80,93,94
2526,2015-11-25,"[0, 7, 15, 19, 21, 22, 32, 40, 41, 44, 54, 57, 58, 59, 62, 74, 76, 77, 91, 98]",00-07-15-19-21-22-32-40-41-44-54-57-58-59-62-74-76-77-91-98,8689912,0,46,147,558,5272,5,0,7,15,19,21,22,32,40,41,44,54,57,58,59,62,74,76,77,91,98
2527,2015-11-27,"[10, 17, 19, 27, 28, 31, 35, 37, 54, 57, 58, 59, 61, 68, 71, 80, 82, 87, 89, 97]",10-17-19-27-28-31-35-37-54-57-58-59-61-68-71-80-82-87-89-97,13177065,1,45,235,895,8891,9,10,17,19,27,28,31,35,37,54,57,58,59,61,68,71,80,82,87,89,97
2528,2015-11-30,"[3, 7, 17, 20, 31, 34, 40, 42, 45, 46, 51, 54, 58, 59, 61, 68, 81, 88, 98, 99]",03-07-17-20-31-34-40-42-45-46-51-54-58-59-61-68-81-88-98-99,17915651,1,46,286,1906,6736,5,3,7,17,20,31,34,40,42,45,46,51,54,58,59,61,68,81,88,98,99
2529,2015-12-02,"[1, 6, 7, 17, 22, 27, 28, 30, 31, 34, 37, 54, 63, 67, 72, 73, 77, 78, 93, 99]",01-06-07-17-22-27-28-30-31-34-37-54-63-67-72-73-77-78-93-99,5720732,1,33,115,1506,6252,6,1,6,7,17,22,27,28,30,31,34,37,54,63,67,72,73,77,78,93,99
2530,2015-12-04,"[3, 18, 25, 33, 34, 41, 47, 52, 55, 59, 64, 68, 77, 78, 80, 87, 91, 92, 93, 96]",03-18-25-33-34-41-47-52-55-59-64-68-77-78-80-87-91-92-93-96,17187112,3,14,68,585,11351,3,3,18,25,33,34,41,47,52,55,59,64,68,77,78,80,87,91,92,93,96
2531,2015-12-07,"[1, 9, 21, 23, 30, 34, 35, 36, 37, 39, 40, 56, 59, 66, 67, 70, 72, 77, 79, 83]",01-09-21-23-30-34-35-36-37-39-40-56-59-66-67-70-72-77-79-83,18983836,1,9,226,1975,7730,9,1,9,21,23,30,34,35,36,37,39,40,56,59,66,67,70,72,77,79,83
2532,2015-12-09,"[4, 7, 10, 21, 22, 27, 33, 34, 35, 36, 48, 50, 53, 58, 66, 72, 86, 89, 91, 92]",04-07-10-21-22-27-33-34-35-36-48-50-53-58-66-72-86-89-91-92,6261636,1,40,87,896,12099,7,4,7,10,21,22,27,33,34,35,36,48,50,53,58,66,72,86,89,91,92
2533,2015-12-11,"[9, 11, 14, 15, 30, 31, 38, 44, 56, 57, 59, 62, 63, 66, 69, 74, 83, 87, 88, 94]",09-11-14-15-30-31-38-44-56-57-59-62-63-66-69-74-83-87-88-94,5026996,2,20,199,1118,6018,4,9,11,14,15,30,31,38,44,56,57,59,62,63,66,69,74,83,87,88,94
2534,2015-12-13,"[5, 6, 8, 20, 23, 24, 28, 29, 36, 38, 48, 51, 62, 66, 81, 86, 87, 88, 92, 98]",05-06-08-20-23-24-28-29-36-38-48-51-62-66-81-86-87-88-92-98,6290132,3,28,164,726,6158,9,5,6,8,20,23,24,28,29,36,38,48,51,62,66,81,86,87,88,92,98
2535,2015-12-16,"[3, 6, 7, 12, 15, 25, 38, 40, 48, 55, 65, 66, 73, 74, 83, 86, 87, 91, 93, 95]",03-06-07-12-15-25-38-40-48-55-65-66-73-74-83-86-87-91-93-95,14525456,2,39,62,676,8889,3,3,6,7,12,15,25,38,40,48,55,65,66,73,74,83,86,87,91,93,95
2536,2015-12-18,"[1, 3, 6, 16, 20, 23, 24, 25, 29, 35, 57, 67, 68, 75, 80, 83, 84, 88, 89, 99]",01-03-06-16-20-23-24-25-29-35-57-67-68-75-80-83-84-88-89-99,6680644,0,39,299,1612,9354,6,1,3,6,16,20,23,24,25,29,35,57,67,68,75,80,83,84,88,89,99
2537,2015-12-20,"[1, 4, 14, 17, 19, 23, 27, 29, 33, 36, 37, 40, 46, 53, 57, 77, 80, 92, 93, 95]",01-04-14-17-19-23-27-29-33-36-37-40-46-53-57-77-80-92-93-95,18439331,2,49,59,1342,14222,2,1,4,14,17,19,23,27,29,33,36,37,40,46,53,57,77,80,92,93,95
2538,2015-12-23,"[2, 3, 6, 8, 16, 33, 35, 44, 48, 50, 61, 71, 72, 73, 74, 76, 81, 85, 93, 96]",02-03-06-08-16-33-35-44-48-50-61-71-72-73-74-76-81-85-93-96,14450647,0,41,298,1688,10433,7,2,3,6,8,16,33,35,44,48,50,61,71,72,73,74,76,81,85,93,96
2539,2015-12-25,"[5, 18, 23, 26, 27, 30, 38, 40, 41, 43, 58, 62, 66, 69, 76, 78, 87, 88, 96, 99]",05-18-23-26-27-30-38-40-41-43-58-62-66-69-76-78-87-88-96-99,13568255,1,28,289,680,13792,10,5,18,23,26,27,30,38,40,41,43,58,62,66,69,76,78,87,88,96,99
2540,2015-12-27,"[3, 4, 9, 17, 22, 31, 38, 42, 45, 47, 56, 57, 58, 63, 64, 66, 71, 79, 84, 88]",03-04-09-17-22-31-38-42-45-47-56-57-58-63-64-66-71-79-84-88,5654937,3,7,187,1487,10475,5,3,4,9,17,22,31,38,42,45,47,56,57,58,63,64,66,71,79,84,88
2541,2015-12-30,"[3, 10, 13, 14, 16, 39, 40, 41, 45, 48, 58, 61, 67, 69, 82, 88, 92, 93, 97, 98]",03-10-13-14-16-39-40-41-45-48-58-61-67-69-82-88-92-93-97-98,13293853,1,20,226,1954,14284,7,3,10,13,14,16,39,40,41,45,48,58,61,67,69,82,88,92,93,97,98
2542,2016-01-01,"[0, 5, 6, 9, 15, 17, 18, 23, 26, 31, 43, 44, 46, 53, 55, 77, 78, 85, 96, 98]",00-05-06-09-15-17-18-23-26-31-43-44-46-53-55-77-78-85-96-98,14089929,2,35,177,1238,7776,7,0,5,6,9,15,17,18,23,26,31,43,44,46,53,55,77,78,85,96,98
2543,2016-01-03,"[11, 12, 15, 21, 22, 23, 39, 45, 46, 49, 50, 52, 60, 63, 66, 72, 74, 80, 95, 96]",11-12-15-21-22-23-39-45-46-49-50-52-60-63-66-72-74-80-95-96,16556819,3,34,231,507,6823,8,11,12,15,21,22,23,39,45,46,49,50,52,60,63,66,72,74,80,95,96
2544,2016-01-05,"[10, 15, 16, 22, 28, 31, 34, 38, 39, 41, 42, 43, 45, 53, 60, 61, 68, 89, 90, 97]",10-15-16-22-28-31-34-38-39-41-42-43-45-53-60-61-68-89-90-97,13048361,0,34,142,923,7182,7,10,15,16,22,28,31,34,38,39,41,42,43,45,53,60,61,68,89,90,97
2545,2016-01-08,"[9, 10, 11, 12, 16, 17, 20, 22, 33, 35, 45, 49, 57, 58, 70, 76, 79, 82, 88, 90]",09-10-11-12-16-17-20-22-33-35-45-49-57-58-70-76-79-82-88-90,15206401,2,24,61,1905,9593,3,9,10,11,12,16,17,20,22,33,35,45,49,57,58,70,76,79,82,88,90
2546,2016-01-10,"[14, 17, 23, 26, 28, 34, 41, 47, 57, 62, 71, 72, 77, 78, 80, 82, 83, 88, 92, 96]",14-17-23-26-28-34-41-47-57-62-71-72-77-78-80-82-83-88-92-96,19956843,3,7,65,638,6465,7,14,17,23,26,28,34,41,47,57,62,71,72,77,78,80,82,83,88,92,96
2547,2016-01-12,"[0, 6, 17, 18, 26, 31, 40, 47, 48, 53, 54, 57, 68, 73, 75, 81, 82, 95, 97, 99]",00-06-17-18-26-31-40-47-48-53-54-57-68-73-75-81-82-95-97-99,6960510,2,44,209,537,12241,9,0,6,17,18,26,31,40,47,48,53,54,57,68,73,75,81,82,95,97,99
2548,2016-01-15,"[3, 11, 24, 29, 30, 31, 39, 41, 47, 57, 61, 69, 79, 80, 81, 88, 93, 95, 97, 99]",03-11-24-29-30-31-39-41-47-57-61-69-79-80-81-88-93-95-97-99,11164111,3,23,90,1953,11889,4,3,11,24,29,30,31,39,41,47,57,61,69,79,80,81,88,93,95,97,99
2549,2016-01-17,"[7, 8, 9, 13, 17, 18, 19, 29, 31, 32, 42, 65, 67, 68, 70, 77, 78, 83, 85, 95]",07-08-09-13-17-18-19-29-31-32-42-65-67-68-70-77-78-83-85-95,16378705,1,5,268,1187,9733,5,7,8,9,13,17,18,19,29,31,32,42,65,67,68,70,77,78,83,85,95
2550,2016-01-19,"[5, 7, 10, 19, 21, 27, 29, 32, 34, 48, 56, 59, 65, 67, 68, 71, 73, 74, 80, 93]",05-07-10-19-21-27-29-32-34-48-56-59-65-67-68-71-73-74-80-93,18167328,0,29,185,1418,6139,6,5,7,10,19,21,27,29,32,34,48,56,59,65,67,68,71,73,74,80,93
2551,2016-01-22,"[6, 11, 12, 15, 29, 30, 39, 52, 53, 54, 56, 58, 60, 61, 63, 67, 69, 76, 78, 96]",06-11-12-15-29-30-39-52-53-54-56-58-60-61-63-67-69-76-78-96,9277814,3,30,106,1201,9988,8,6,11,12,15,29,30,39,52,53,54,56,58,60,61,63,67,69,76,78,96
2552,2016-01-24,"[0, 7, 9, 11, 16, 17, 24, 43, 47, 52, 59, 62, 72, 74, 77, 78, 81, 82, 85, 86]",00-07-09-11-16-17-24-43-47-52-59-62-72-74-77-78-81-82-85-86,12373397,1,8,225,1215,6068,10,0,7,9,11,16,17,24,43,47,52,59,62,72,74,77,78,81,82,85,86
2553,2016-01-26,"[0, 6, 13, 17, 24, 25, 28, 36, 43, 48, 54, 56, 63, 64, 77, 80, 85, 88, 93, 95]",00-06-13-17-24-25-28-36-43-48-54-56-63-64-77-80-85-88-93-95,14007132,1,7,176,1597,11280,8,0,6,13,17,24,25,28,36,43,48,54,56,63,64,77,80,85,88,93,95
2554,2016-01-28,"[3, 5, 10, 18, 25, 30, 33, 36, 37, 40, 43, 44, 49, 61, 69, 72, 73, 76, 79, 98]",03-05-10-18-25-30-33-36-37-40-43-44-49-61-69-72-73-76-79-98,11420086,3,23,184,891,8618,7,3,5,10,18,25,30,33,36,37,40,43,44,49,61,69,72,73,76,79,98
2555,2016-01-31,"[3, 14, 16, 30, 37, 39, 40, 46, 52, 54, 56, 63, 71, 74, 75, 81, 84, 93, 98, 99]",03-14-16-30-37-39-40-46-52-54-56-63-71-74-75-81-84-93-98-99,18600980,3,14,236,953,6524,7,3,14,16,30,37,39,40,46,52,54,56,63,71,74,75,81,84,93,98,99
2556,2016-02-02,"[4, 10, 12, 14, 15, 18, 27, 44, 45, 49, 57, 60, 68, 69, 79, 81, 89, 90, 92, 98]",04-10-12-14-15-18-27-44-45-49-57-60-68-69-79-81-89-90-92-98,11426538,3,21,64,1762,10742,5,4,10,12,14,15,18,27,44,45,49,57,60,68,69,79,81,89,90,92,98
2557,2016-02-04,"[4, 28, 30, 35, 39, 40, 45, 49, 50, 51, 54, 68, 75, 78, 82, 84, 85, 86, 89, 99]",04-28-30-35-39-40-45-49-50-51-54-68-75-78-82-84-85-86-89-99,19790071,2,21,273,882,11317,10,4,28,30,35,39,40,45,49,50,51,54,68,75,78,82,84,85,86,89,99
2558,2016-02-07,"[1, 2, 3, 26, 27, 28, 40, 43, 49, 52, 66, 67, 68, 69, 88, 89, 92, 95, 97, 98]",01-02-03-26-27-28-40-43-49-52-66-67-68-69-88-89-92-95-97-98,7068255,3,26,135,901,9302,6,1,2,3,26,27,28,40,43,49,52,66,67,68,69,88,89,92,95,97,98
2559,2016-02-09,"[8, 13, 17, 22, 33, 34, 40, 42, 43, 48, 50, 51, 53, 59, 71, 72, 73, 81, 86, 97]",08-13-17-22-33-34-40-42-43-48-50-51-53-59-71-72-73-81-86-97,19516754,3,6,123,1663,6183,4,8,13,17,22,33,34,40,42,43,48,50,51,53,59,71,72,73,81,86,97
2560,2016-02-11,"[16, 21, 26, 29, 30, 43, 44, 46, 64, 65, 66, 69, 71, 73, 83, 85, 89, 90, 92, 96]",16-21-26-29-30-43-44-46-64-65-66-69-71-73-83-85-89-90-92-96,6625576,2,36,253,858,13002,9,16,21,26,29,30,43,44,46,64,65,66,69,71,73,83,85,89,90,92,96
2561,2016-02-14,"[3, 5, 19, 22, 37, 45, 53, 54, 58, 61, 63, 64, 65, 69, 70, 72, 73, 76, 80, 98]",03-05-19-22-37-45-53-54-58-61-63-64-65-69-70-72-73-76-80-98,18758234,2,33,157,1677,8338,2,3,5,19,22,37,45,53,54,58,61,63,64,65,69,70,72,73,76,80,98
2562,2016-02-16,"[1, 8, 15, 23, 25, 33, 34, 35, 37, 38, 41, 47, 48, 50, 57, 59, 63, 66, 67, 81]",01-08-15-23-25-33-34-35-37-38-41-47-48-50-57-59-63-66-67-81,19955127,0,31,57,1700,12878,4,1,8,15,23,25,33,34,35,37,38,41,47,48,50,57,59,63,66,67,81
2563,2016-02-18,"[3, 5, 9, 11, 17, 23, 25, 29, 39, 40, 49, 51, 53, 66, 68, 83, 92, 94, 97, 98]",03-05-09-11-17-23-25-29-39-40-49-51-53-66-68-83-92-94-97-98,17577231,0,30,197,1094,10748,4,3,5,9,11,17,23,25,29,39,40,49,51,53,66,68,83,92,94,97,98
2564,2016-02-20,"[1, 5, 6, 8, 15, 16, 25, 28, 29, 31, 36, 45, 50, 53, 72, 74, 76, 80, 85, 93]",01-05-06-08-15-16-25-28-29-31-36-45-50-53-72-74-76-80-85-93,8147872,2,34,142,1266,9259,10,1,5,6,8,15,16,25,28,29,31,36,45,50,53,72,74,76,80,85,93
2565,2016-02-23,"[1, 3, 5, 11, 13, 14, 15, 19, 21, 22, 32, 33, 37, 54, 55, 65, 69, 77, 84, 97]",01-03-05-11-13-14-15-19-21-22-32-33-37-54-55-65-69-77-84-97,13767049,3,5,86,914,7904,7,1,3,5,11,13,14,15,19,21,22,32,33,37,54,55,65,69,77,84,97
2566,2016-02-25,"[0, 1, 4, 8, 11, 14, 21, 22, 34, 40, 45, 50, 54, 64, 66, 69, 74, 78, 81, 93]",00-01-04-08-11-14-21-22-34-40-45-50-54-64-66-69-74-78-81-93,11945020,0,45,207,1017,14960,5,0,1,4,8,11,14,21,22,34,40,45,50,54,64,66,69,74,78,81,93
2567,2016-02-27,"[0, 3, 5, 16, 24, 27, 29, 32, 33, 36, 37, 38, 42, 50, 59, 65, 73, 76, 77, 93]",00-03-05-16-24-27-29-32-33-36-37-38-42-50-59-65-73-76-77-93,18141894,0,20,276,1638,7960,3,0,3,5,16,24,27,29,32,33,36,37,38,42,50,59,65,73,76,77,93
2568,2016-03-01,"[4, 7, 10, 14, 26, 29, 30, 36, 42, 44, 50, 53, 59, 61, 82, 88, 90, 91, 93, 96]",04-07-10-14-26-29-30-36-42-44-50-53-59-61-82-88-90-91-93-96,11751006,2,25,153,1298,11625,2,4,7,10,14,26,29,30,36,42,44,50,53,59,61,82,88,90,91,93,96
2569,2016-03-03,"[5, 6, 11, 12, 14, 20, 21, 24, 40, 43, 58, 61, 65, 68, 77, 83, 92, 93, 98, 99]",05-06-11-12-14-20-21-24-40-43-58-61-65-68-77-83-92-93-98-99,8022296,0,32,222,1776,7002,3,5,6,11,12,14,20,21,24,40,43,58,61,65,68,77,83,92,93,98,99
